ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,LGR_Conformance,Comment
mewa1252-imethimforthtime,mewa1252,k-ɛ u lik-kʰeppa tuppuŋ,,,I met him four times.,,,
muga1241-imethimforthtime,muga1241,ka-ŋa ʈaŋba-lai tsar-tsoʈi tsʰiʈʈue͂,,,I met him four times.,,,
yamp1242-imethimforthtime,yamp1242,k-ɛ? kʰo rium-kʰe? tsupʈuŋ,,,I met him four times.,,,
athp1241-imethimforthtime,athp1241,un ʈembok-kʰep ʈubuŋna,,,I met him four times.,,,
chhu1238-imethimforthtime,chhu1238,ga kʰun tsar-kʰep-a ʈubuŋe,,,I met him four times.,,,
belh1239-imethimforthtime,belh1239,ŋʌka un tsar-giɖa kʰep tsʰiʈʈʰeŋ,,,I met him four times.,,,
limb1266-imethimforthtime,limb1266,kʰunɛʔ li-lɛŋ tumuŋ,,,I met him four times.,,,
bant1281-icalledherninetimes,bant1281,ɘŋka kʰo nek-kʰepi l-o-ŋ,,,I called her nine times.,,,
bahi1252-icalledherninetimes,bahi1252,go/gu-mi am-lai gu-kʰep breli pa-tʌŋ,,,I called her nine times.,,,
caml1239-icalledherninetimes,caml1239,kã nunam-ruŋ kʰu-lʌi buidu-ŋa,,,I called her nine times.,,,
dumi1241-icalledherninetimes,dumi1241,aŋu-a um-lai nuk-kʰep dzet-u,,,I called her nine times.,,,
jeru1240-icalledherninetimes,jeru1240,uŋ nʌu-kʰep aŋ tsjampom,,,I called her nine times.,,,
khal1275-icalledherninetimes,khal1275,uŋ ʌm nʌu-kʰep bʰoɔttʌ,,,I called her nine times.,,,
koii1238-icalledherninetimes,koii1238,aŋ-a umu-lai nʌu-ban depo-ŋʌ,,,I called her nine times.,,,
kulu1253-icalledherninetimes,kulu1253,koŋ-a kʰʌ bʰʌu-lam piko/katsʰʌju,,,I called her nine times.,,,
nach1240-icalledherninetimes,nach1240,kaŋ-a kʰun-kʌ bʰʌu-tul kʌu,,,I called her nine times.,,,
puma1239-icalledherninetimes,puma1239,ŋa-a kʰəkku let-rəŋ bud-u-ŋ,,,I called her nine times.,,,
samp1249-icalledherninetimes,samp1249,kə̃ kʰo-lai ŋəka-dəppʰe katsʰ-u-ŋ,,,I called her nine times.,,,
sunw1242-icalledherninetimes,sunw1242,go meko-kʌli nʌu-kʰep blɛtãŋʌ,,,I called her nine times.,,,
thul1246-icalledherninetimes,thul1246,go meram gu-lam jet-to-m bai-ra,,,I called her nine times.,,,
wamb1257-icalledherninetimes,wamb1257,uŋgu-kʰo aŋgu nu-kʰepa tsjamlapau-me tʰi,,,I called her nine times.,,,
yakk1236-icalledherninetimes,yakk1236,ka pa-ma uŋ kaʔksuŋa,,,I called her nine times.,,,
chhi1245-icalledherninetimes,chhi1245,akka huŋgo nʌu-pʌlʈʌ paʈuhe͂,,,I called her nine times.,,,
dung1252-icalledherninetimes,dung1252,ʌ͂ka-a hugo nek-kʌ-ɖu pujuŋ,,,I called her nine times.,,,
mewa1252-icalledherninetimes,mewa1252,k-ɛ u nok-kʰeppa tsʰetuŋ,,,I called her nine times.,,,
muga1241-icalledherninetimes,muga1241,ka-ŋa ʈaŋba-lai nʌu-tsoʈi lapʰeʈue͂,,,I called her nine times.,,,
yamp1242-icalledherninetimes,yamp1242,k-ɛ? kʰo noktsi-kʰe? kɛɖuŋ,,,I called her nine times.,,,
athp1241-icalledherninetimes,athp1241,un jaŋ-kʰep tsʰemɖuŋe,,,I called her nine times.,,,
chhu1238-icalledherninetimes,chhu1238,ga kʰun nʌu-kʰep-a japʰekʈuŋe,,,I called her nine times.,,,
belh1239-icalledherninetimes,belh1239,ŋʌka un nʌu-giɖa kʰep japʰekʈʰeŋ,,,I called her nine times.,,,
limb1266-icalledherninetimes,limb1266,kʰunɛʔ pʰaŋ-lɛŋ uːttuŋ,,,I called her nine times.,,,
bant1281-icalledhimtwentyfivetimes,bant1281,ɘŋka kʰo həp-tsʰuk-kʰepi l-o-ŋ,,,I called him twenty five times.,,,
bahi1252-icalledhimtwentyfivetimes,bahi1252,go/gu-mi am-lai asim ŋo-kʰep breli pa-tʌŋ,,,I called him twenty five times.,,,
caml1239-icalledhimtwentyfivetimes,caml1239,kã ha-ŋa-ruŋ kʰu-lʌi buidu-ŋa,,,I called him twenty five times.,,,
dumi1241-icalledhimtwentyfivetimes,dumi1241,aŋu-a um-lai sək-ne-kʰep dzet-u,,,I called him twenty five times.,,,
jeru1240-icalledhimtwentyfivetimes,jeru1240,uŋ pʌcis-kʰep aŋ tsjampom,,,I called him twenty five times.,,,
khal1275-icalledhimtwentyfivetimes,khal1275,uŋ ʌm pʌtstsis-kʰep bʰoɔttʌ,,,I called him twenty five times.,,,
koii1238-icalledhimtwentyfivetimes,koii1238,aŋ-a umu-lai pʌtstsis-ban depo-ŋʌ,,,I called him twenty five times.,,,
kulu1253-icalledhimtwentyfivetimes,kulu1253,koŋ-a kʰʌ nis-poŋ-ŋak-lam piko/katsʰʌju,,,I called him twenty five times.,,,
nach1240-icalledhimtwentyfivetimes,nach1240,kaŋ-a kʰun-kʌ nis-ŋak-tul kʌu,,,I called him twenty five times.,,,
puma1239-icalledhimtwentyfivetimes,puma1239,ŋa-a kʰəkku lup-tsʰik-rəŋ bud-u-ŋ,,,I called him twenty five times.,,,
samp1249-icalledhimtwentyfivetimes,samp1249,kə̃ kʰo-lai his-nə̃k-dəppʰe katsʰ-u-ŋ,,,I called him twenty five times.,,,
sunw1242-icalledhimtwentyfivetimes,sunw1242,go meko-kʌli pʌtstsis-kʰep blɛtãŋʌ,,,I called him twenty five times.,,,
thul1246-icalledhimtwentyfivetimes,thul1246,go meram nə-dʰjum ŋo-lam jet-to-m bai-ra,,,I called him twenty five times.,,,
wamb1257-icalledhimtwentyfivetimes,wamb1257,uŋgu-kʰo aŋgu nis-ŋa-kʰepa tsjamlapau-me tʰi,,,I called him twenty five times.,,,
yakk1236-icalledhimtwentyfivetimes,yakk1236,ka muktapi-pats-ma uŋ kaʔksuŋa,,,I called him twenty five times.,,,
chhi1245-icalledhimtwentyfivetimes,chhi1245,akka huŋgo pʌtstsis-pʌlʈʌ paʈuhe͂,,,I called him twenty five times.,,,
dung1252-icalledhimtwentyfivetimes,dung1252,ʌ͂ka-a hugo hik-se-pop-kʌ-ɖu pujuŋ,,,I called him twenty five times.,,,
mewa1252-icalledhimtwentyfivetimes,mewa1252,k-ɛ u hɨkup ŋak-kʰeppa tsʰetuŋ,,,I called him twenty five times.,,,
muga1241-icalledhimtwentyfivetimes,muga1241,ka-ŋa ʈaŋba-lai pʌtstsis-tsoʈi lapʰeʈue͂,,,I called him twenty five times.,,,
yamp1242-icalledhimtwentyfivetimes,yamp1242,k-ɛ? kʰo ni-boŋ-ŋaum-kʰe? kɛɖuŋ,,,I called him twenty five times.,,,
athp1241-icalledhimtwentyfivetimes,athp1241,un pʌtstsis-kʰep tsʰemɖuŋe,,,I called him twenty five times.,,,
chhu1238-icalledhimtwentyfivetimes,chhu1238,ga kʰun pʌtstsis-kʰep-a japʰekʈuŋe,,,I called him twenty five times.,,,
belh1239-icalledhimtwentyfivetimes,belh1239,ŋʌka un pʌtstsis-giɖa kʰep japʰekʈʰeŋ,,,I called him twenty five times.,,,
limb1266-icalledhimtwentyfivetimes,limb1266,kʰunɛʔ ni-boŋ-lɛŋ uːttuŋ,,,I called him twenty five times.,,,
bant1281-icalledherfifteentimes,bant1281,ɘŋka kʰo pʌ-tsʰuk-kʰepi l-o-ŋ,,,I called her fifteen times.,,,
bahi1252-icalledherfifteentimes,bahi1252,go/gu-mi am-lai kʌdem ŋo-kʰep breli pa-tʌŋ,,,I called her fifteen times.,,,
caml1239-icalledherfifteentimes,caml1239,kã i-ŋa-ruŋ kʰu-lʌi buidu-ŋa,,,I called her fifteen times.,,,
dumi1241-icalledherfifteentimes,dumi1241,aŋu-a um-lai tuk-ne-kʰep dzet-u,,,I called her fifteen times.,,,
jeru1240-icalledherfifteentimes,jeru1240,uŋ pʌndrʌ-kʰep aŋ tsjampom,,,I called her fifteen times.,,,
khal1275-icalledherfifteentimes,khal1275,uŋ ʌm pʌndrʌ-kʰep bʰoɔttʌ,,,I called her fifteen times.,,,
koii1238-icalledherfifteentimes,koii1238,aŋ-a umu-lai pʌndrʌ-ban depo-ŋʌ,,,I called her fifteen times.,,,
kulu1253-icalledherfifteentimes,kulu1253,koŋ-a kʰʌ ik-poŋ-ŋak-lam piko/katsʰʌju,,,I called her fifteen times.,,,
nach1240-icalledherfifteentimes,nach1240,kaŋ-a kʰun-kʌ pʌu-ŋak-tul kʌu,,,I called her fifteen times.,,,
puma1239-icalledherfifteentimes,puma1239,ŋa-a kʰəkku dzʰup-tsʰit-rəŋ bud-u-ŋ,,,I called her fifteen times.,,,
samp1249-icalledherfifteentimes,samp1249,kə̃ kʰo-lai it-nə̃k-dəppʰe katsʰ-u-ŋ,,,I called her fifteen times.,,,
sunw1242-icalledherfifteentimes,sunw1242,go meko-kʌli pʌndrʌh-kʰep blɛtãŋʌ,,,I called her fifteen times.,,,
thul1246-icalledherfifteentimes,thul1246,go meram ko-dʰjum ŋo-lam jet-to-m bai-ra,,,I called her fifteen times.,,,
wamb1257-icalledherfifteentimes,wamb1257,uŋgu-kʰo aŋgu kwal-ŋa-kʰepa tsjamlapau-me tʰi,,,I called her fifteen times.,,,
yakk1236-icalledherfifteentimes,yakk1236,ka muktapi-sumtsi-ma uŋ kaʔksuŋa,,,I called her fifteen times.,,,
chhi1245-icalledherfifteentimes,chhi1245,akka huŋgo pʌndrʌ-pʌlʈʌ paʈuhe͂,,,I called her fifteen times.,,,
dung1252-icalledherfifteentimes,dung1252,ʌ͂ka-a hugo ʌk-se-pop-kʌ-ɖu pujuŋ,,,I called her fifteen times.,,,
mewa1252-icalledherfifteentimes,mewa1252,k-ɛ u i-poŋ ŋak-kʰeppa tsʰetuŋ,,,I called her fifteen times.,,,
muga1241-icalledherfifteentimes,muga1241,ka-ŋa ʈaŋba-lai pʌndrʌ-tsoʈi lapʰeʈue͂,,,I called her fifteen times.,,,
yamp1242-icalledherfifteentimes,yamp1242,k-ɛ? kʰo ik-poŋ-ŋaum-kʰe? kɛɖuŋ,,,I called her fifteen times.,,,
athp1241-icalledherfifteentimes,athp1241,un pʌndrʌhʌu-kʰep tsʰemɖuŋe,,,I called her fifteen times.,,,
chhu1238-icalledherfifteentimes,chhu1238,ga kʰun pʌndrʌ-kʰep-a japʰekʈuŋe,,,I called her fifteen times.,,,
belh1239-icalledherfifteentimes,belh1239,ŋʌka un pʌndrʌ-giɖa kʰep japʰekʈʰeŋ,,,I called her fifteen times.,,,
limb1266-icalledherfifteentimes,limb1266,kʰunɛʔ tʰi-boːŋ-ŋaŋ-lɛŋ uːttuŋ,,,I called her fifteen times.,,,
bant1281-thereisonlyonechild,bant1281,moda ɘk-tsʰa on tsʰa juŋjaŋ,,,There is only one child.,,,
bahi1252-thereisonlyonechild,bahi1252,meke kʌŋ kʌŋŋa/kʌŋŋo bjatsa/bebatsa bʌ,,,There is only one child.,,,
caml1239-thereisonlyonechild,caml1239,tjuda i-po minuŋ tsʰa hiŋe,,,There is only one child.,,,
dumi1241-thereisonlyonechild,dumi1241,mambi tuk-li tuŋa tsu:tsu mo-t-a,,,There is only one child.,,,
jeru1240-thereisonlyonechild,jeru1240,nono kolo-ŋʌ jʌktsu bam,,,There is only one child.,,,
khal1275-thereisonlyonechild,khal1275,mɛbi tu-tʌŋ tsɵtsɵ mu,,,There is only one child.,,,
koii1238-thereisonlyonechild,koii1238,umbi oko matrʌi tsi mʌdi,,,There is only one child.,,,
kulu1253-thereisonlyonechild,kulu1253,muŋkpa/mʌpa il-po-ŋaŋ tsʰa tuwe,,,There is only one child.,,,
nach1240-thereisonlyonechild,nach1240,munpi ul-pʌ ŋa tsʰatstʰa tuda,,,There is only one child.,,,
puma1239-thereisonlyonechild,puma1239,todo ək-ta ŋe tsʰa,,,There is only one child.,,,
samp1249-thereisonlyonechild,samp1249,məpi itta-mattəi jaja tu-i,,,There is only one child.,,,
sunw1242-thereisonlyonechild,sunw1242,meke ãl-ka-la baʔta,,,There is only one child.,,,
thul1246-thereisonlyonechild,thul1246,meʈɖa ko-le koŋŋa tsjotstsjo bu,,,There is only one child.,,,
wamb1257-thereisonlyonechild,wamb1257,ilo kwal ŋa beba ɓam,,,There is only one child.,,,
yakk1236-thereisonlyonechild,yakk1236,eko-se pitstsʰa jujunna,,,There is only one child.,,,
chhi1245-thereisonlyonechild,chhi1245,huŋgoi ʈʰiʈʈa-le tsʰa juŋno,,,There is only one child.,,,
dung1252-thereisonlyonechild,dung1252,mʌbi ʌk-po mʌtte tsʰa jaŋtsʰʌ,,,There is only one child.,,,
nort2727-thereisonlyonechild,nort2727,akkʌbi: ekkʌ-ʈe?-nʌ: pisa tsu,,,There is only one child.,,,
mewa1252-thereisonlyonechild,mewa1252,ʌkubi ekku-tɛ pitstsʰa tsu,,,There is only one child.,,,
muga1241-thereisonlyonechild,muga1241,ʌkobe ʈʰili-rok tsʰa juŋga,,,There is only one child.,,,
phan1256-thereisonlyonechild,phan1256,ʌube upaŋ-rok tsʰa juŋga,,,There is only one child.,,,
yamp1242-thereisonlyonechild,yamp1242,mobe? ikko-re?-no? pitstsʰa tuu,,,There is only one child.,,,
athp1241-thereisonlyonechild,athp1241,jani ʈʰi-eɖok oo juŋgwa,,,There is only one child.,,,
chhu1238-thereisonlyonechild,chhu1238,kʰummi kolok-enu pitstsʰa juŋne,,,There is only one child.,,,
belh1239-thereisonlyonechild,belh1239,ine i-baŋ eʈlo pitstsʰa juŋŋa,,,There is only one child.,,,
limb1266-thereisonlyonechild,limb1266,kʰɛʔjo lʌtʰik lʌk ʌŋɛkwa waʔ,,,There is only one child.,,,
bant1281-heateonlyfourmangoes,bant1281,kʰosa-a pʰek-ka-tet amba-tsi ts-o-tsi,,,He ate only four mangoes,,,
bahi1252-heateonlyfourmangoes,bahi1252,am-mi le kʌŋŋa wabara-ro/dʌ ɓap-ta,,,He ate only four mangoes,,,
caml1239-heateonlyfourmangoes,caml1239,kʰu-wa minuŋ-lju lemetsa tsj-o,,,He ate only four mangoes,,,
dumi1241-heateonlyfourmangoes,dumi1241,um-a buk-li tuŋa əmbi dz-i,,,He ate only four mangoes,,,
jeru1240-heateonlyfourmangoes,jeru1240,aŋ-ku tsar-goʔ-ŋʌ ʈoksi dzamme,,,He ate only four mangoes,,,
khal1275-heateonlyfourmangoes,khal1275,ʌm-ɛ bʰɛl-tʌŋ ãp-ɦem kʉtɛ,,,He ate only four mangoes,,,
koii1238-heateonlyfourmangoes,koii1238,um-a tsar-oʈa ãp matrʌi dza,,,He ate only four mangoes,,,
kulu1253-heateonlyfourmangoes,kulu1253,kʰʌ-sa lik-bʌu ŋaŋ ãp tsa,,,He ate only four mangoes,,,
nach1240-heateonlyfourmangoes,nach1240,kʰun-a lik-bou ŋa tsustsʰu-mou tsu-u,,,He ate only four mangoes,,,
puma1239-heateonlyfourmangoes,puma1239,kʰəkku-a tsuk-ra-ŋe amba-tsi tsoko-tsi,,,He ate only four mangoes,,,
samp1249-heateonlyfourmangoes,samp1249,kʰo-sa lə̃ka-mattəi təkʰu-tsi ts-o,,,He ate only four mangoes,,,
sunw1242-heateonlyfourmangoes,sunw1242,mere tsar-oʈa ãp wapʰtu,,,He ate only four mangoes,,,
thul1246-heateonlyfourmangoes,thul1246,gu-ka blə-le koŋŋa ɖoksju pjurj-u,,,He ate only four mangoes,,,
wamb1257-heateonlyfourmangoes,wamb1257,aŋgu-kʰo pʰib-gwaɖ ʈwaksi ŋa ɓo-u-me,,,He ate only four mangoes,,,
yakk1236-heateonlyfourmangoes,yakk1236,uŋ-ŋa tsar-oʈa-se ambibu-tsi tsoksuŋa,,,He ate only four mangoes,,,
chhi1245-heateonlyfourmangoes,chhi1245,huĩsa-ŋa tsar-eɖa-le ãba tsohe͂,,,He ate only four mangoes,,,
dung1252-heateonlyfourmangoes,dung1252,hugsa-a pʰek-kʌ-po ʌmbʌ mʌtte tsokʰʌjo,,,He ate only four mangoes,,,
nort2727-heateonlyfourmangoes,nort2727,kʰo-sɛ ri:tsi: rɛksi: tsau,,,He ate only four mangoes,,,
mewa1252-heateonlyfourmangoes,mewa1252,use likbom-tɛ reksi tsoju,,,He ate only four mangoes,,,
muga1241-heateonlyfourmangoes,muga1241,ʌu-ŋa tsar-ʈa-rok ambibju tsoe͂,,,He ate only four mangoes,,,
phan1256-heateonlyfourmangoes,phan1256,ʌu-ŋa tsar-oʈa-rok ambibu tsase,,,He ate only four mangoes,,,
yamp1242-heateonlyfourmangoes,yamp1242,kʰo-sɛ? rium-re?-no? ri:psi-goʈa tsosu,,,He ate only four mangoes,,,
athp1241-heateonlyfourmangoes,athp1241,un-ŋa ʈembok-oʈa-eɖok aibo tsoe,,,He ate only four mangoes,,,
chhu1238-heateonlyfourmangoes,chhu1238,kʰun-a tsar-eɖa-enu aba tsoe,,,He ate only four mangoes,,,
belh1239-heateonlyfourmangoes,belh1239,un-na tsar-giɖa eʈlo ambiu tsahe,,,He ate only four mangoes,,,
limb1266-heateonlyfourmangoes,limb1266,kʰunɛʔ li-si rʌk ambe-haʔ tsʌsi,,,He ate only four mangoes,,,
bant1281-approximately20kilosofriceareinthesack,bant1281,lʌgbʰʌg bora-da hʌpʌu kilo tsaiŋ jaja,,,Approximately 20 kilos of rice are in the sack.,,,
bahi1252-approximately20kilosofriceareinthesack,bahi1252,salama-ri/di dokʰo-ri/di asim kedzi seri bʌ,,,Approximately 20 kilos of rice are in the sack.,,,
caml1239-approximately20kilosofriceareinthesack,caml1239,jokʰo-da ha-nam kedzi nono tsaruŋ hiŋe,,,Approximately 20 kilos of rice are in the sack.,,,
dumi1241-approximately20kilosofriceareinthesack,dumi1241,dzʰənnəi bis kilo suru pʰadzi-bi go-t-a,,,Approximately 20 kilos of rice are in the sack.,,,
jeru1240-approximately20kilosofriceareinthesack,jeru1240,lawalawa bis kilo seri/sera ɖʰwakkro-nʌ bam,,,Approximately 20 kilos of rice are in the sack.,,,
khal1275-approximately20kilosofriceareinthesack,khal1275,rʌbʌ bis kilo ser bora-bi gɵ,,,Approximately 20 kilos of rice are in the sack.,,,
koii1238-approximately20kilosofriceareinthesack,koii1238,lʌgbʰʌg bis kedzi siru bora-bi godi,,,Approximately 20 kilos of rice are in the sack.,,,
kulu1253-approximately20kilosofriceareinthesack,kulu1253,pʰaksu-pi kʰomokʰomo nis-poŋ kedzi ser tuwe,,,Approximately 20 kilos of rice are in the sack.,,,
nach1240-approximately20kilosofriceareinthesack,nach1240,leipmanleip hobo-pi nis-pʌu kilo sir tuda,,,Approximately 20 kilos of rice are in the sack.,,,
puma1239-approximately20kilosofriceareinthesack,puma1239,lup kəhok leŋ tsarəŋ hikʰa-do jok-jaŋ,,,Approximately 20 kilos of rice are in the sack.,,,
samp1249-approximately20kilosofriceareinthesack,samp1249,dəttadətta his-hop kedzi sira hugʰu-pi tui,,,Approximately 20 kilos of rice are in the sack.,,,
sunw1242-approximately20kilosofriceareinthesack,sunw1242,lʌgbʰʌg bis kilo kʰoi seri bora-mi baʔta,,,Approximately 20 kilos of rice are in the sack.,,,
thul1246-approximately20kilosofriceareinthesack,thul1246,pʰadzi-ra dzʰənnəi nə-dʰjum kilo-koti sor bu,,,Approximately 20 kilos of rice are in the sack.,,,
wamb1257-approximately20kilosofriceareinthesack,wamb1257,glube-lo kwalo nis-sjako kilo sera ɓam,,,Approximately 20 kilos of rice are in the sack.,,,
chhi1245-approximately20kilosofriceareinthesack,chhi1245,bora-be: bis kilo-asuk tsini juŋno,,,Approximately 20 kilos of rice are in the sack.,,,
dung1252-approximately20kilosofriceareinthesack,dung1252,bora-bi hik-se-ɖin kilo kʰeʈkʌse lemtsʰowa jaŋtsʰʌ,,,Approximately 20 kilos of rice are in the sack.,,,
nort2727-approximately20kilosofriceareinthesack,nort2727,bora-bi: hi:-pʌŋ kilo-rʌ: limtsɛ?wa tsu,,,Approximately 20 kilos of rice are in the sack.,,,
mewa1252-approximately20kilosofriceareinthesack,mewa1252,jakkʰa-bi hɨkup kilo ɖo liptsewa tsu,,,Approximately 20 kilos of rice are in the sack.,,,
yamp1242-approximately20kilosofriceareinthesack,yamp1242,bora-be? ni-boŋ kilo-ɖok tsini ʈuu,,,Approximately 20 kilos of rice are in the sack.,,,
chhu1238-approximately20kilosofriceareinthesack,chhu1238,bora-mi kʌribkʌrib bis kilo dzʌti tsini juŋne,,,Approximately 20 kilos of rice are in the sack.,,,
belh1239-approximately20kilosofriceareinthesack,belh1239,bora-e lʌgbʰʌg bis kilo tsini juŋŋa,,,Approximately 20 kilos of rice are in the sack.,,,
limb1266-approximately20kilosofriceareinthesack,limb1266,kʰʌpmɛn ni-boŋ kilo sohiːk suːkwa-o jak,,,Approximately 20 kilos of rice are in the sack.,,,
bant1281-approximately50ofstudentsareattendingtheworkshop,bant1281,lʌgbʰʌg tsʰupʌu prʌtisʌta tajami-tsi wʌrksʌp-da maʈajuŋ,,,Approximately 50% of students are attending the workshop.,,,
bahi1252-approximately50ofstudentsareattendingtheworkshop,bahi1252,dokʰo-ri/di ŋokna/ŋʌkna prʌtisʌt tsjaisiabjatsa-ro/dʌ wʌrksʌp-ri/di ramtame,,,Approximately 50% of students are attending the workshop.,,,
caml1239-approximately50ofstudentsareattendingtheworkshop,caml1239,kʰarumopa-da pʌtsas prʌtisat nono tsʌilipa-tsi nibana,,,Approximately 50% of students are attending the workshop.,,,
dumi1241-approximately50ofstudentsareattendingtheworkshop,dumi1241,dzʰənnəi pətsas prətisət tsentsu-mu wərksəp-bi ham-hot-a,,,Approximately 50% of students are attending the workshop.,,,
jeru1240-approximately50ofstudentsareattendingtheworkshop,jeru1240,lawalawa pʌtsas prʌtisʌt bidʰjartʰi-titsu sikʌilapʰu-nʌ blamme,,,Approximately 50% of students are attending the workshop.,,,
khal1275-approximately50ofstudentsareattendingtheworkshop,khal1275,rʌbʌ pʌtsas prʌtisʌt bidʰjartʰi-ɦem wʌrksʌp-bi ɦotnu,,,Approximately 50% of students are attending the workshop.,,,
koii1238-approximately50ofstudentsareattendingtheworkshop,koii1238,lʌgbʰʌg pʌtsas prʌtisʌt bidʰjartʰi-tsʌ wrkʌsʌp-bi modi,,,Approximately 50% of students are attending the workshop.,,,
kulu1253-approximately50ofstudentsareattendingtheworkshop,kulu1253,kʰomokʰomo pʌtsas prʌtisʌt tokʰʌm-pi sesmotsʰas toukʰʌm,,,Approximately 50% of students are attending the workshop.,,,
nach1240-approximately50ofstudentsareattendingtheworkshop,nach1240,leipmanleip kʰarup-pi ŋak-pʌu prʌtisʌt tsentsip-mou tudami,,,Approximately 50% of students are attending the workshop.,,,
puma1239-approximately50ofstudentsareattendingtheworkshop,puma1239,tsʰik-kəɖʰaŋ leŋ toŋjakəlop-tsi katsi-pen-do mhi,,,Approximately 50% of students are attending the workshop.,,,
samp1249-approximately50ofstudentsareattendingtheworkshop,samp1249,dəttadətta nə̃k-hop tselokabi-tsi tsəlawa-pi t-ə-mi,,,Approximately 50% of students are attending the workshop.,,,
sunw1242-approximately50ofstudentsareattendingtheworkshop,sunw1242,lʌgbʰʌg pʌtsas prʌtisʌt kʰoi bidʰjartʰi-puki ge-mi dzama baʔta,,,Approximately 50% of students are attending the workshop.,,,
wamb1257-approximately50ofstudentsareattendingtheworkshop,wamb1257,im kʰasi-lo ŋa-sjako prʌtisʌt tsedzijoti ɓame,,,Approximately 50% of students are attending the workshop.,,,
chhi1245-approximately50ofstudentsareattendingtheworkshop,chhi1245,bora-be: pʌndʰrʌ kilo-asuk tsamatsa juŋno,,,Approximately 50% of students are attending the workshop.,,,
dung1252-approximately50ofstudentsareattendingtheworkshop,dung1252,bora-bi ʌk-se-pop kilo kʰeʈkʌse tsamtsa jaŋtsʰʌ,,,Approximately 50% of students are attending the workshop.,,,
nort2727-approximately50ofstudentsareattendingtheworkshop,nort2727,bora-bi: e-pʌŋ-ŋa kilo-rʌ: tsam tsu,,,Approximately 50% of students are attending the workshop.,,,
mewa1252-approximately50ofstudentsareattendingtheworkshop,mewa1252,jakkʰa-bi i-poŋ ŋakbom kilo ɖo sija tsu,,,Approximately 50% of students are attending the workshop.,,,
yamp1242-approximately50ofstudentsareattendingtheworkshop,yamp1242,bora-be? ik-poŋ ŋaum kilo-ɖok sja ʈuu,,,Approximately 50% of students are attending the workshop.,,,
chhu1238-approximately50ofstudentsareattendingtheworkshop,chhu1238,bora-mi kʌribkʌrib pʌndrʌ kilo dzʌti tsasak juŋne,,,Approximately 50% of students are attending the workshop.,,,
belh1239-approximately50ofstudentsareattendingtheworkshop,belh1239,bora-e lʌgbʰʌg pʌndrʌ kilo tsʌsʌk juŋŋa,,,Approximately 50% of students are attending the workshop.,,,
limb1266-approximately50ofstudentsareattendingtheworkshop,limb1266,kʰʌpmɛn tʰik-ŋa kilo sjaʔ suːkwa-o jak,,,Approximately 50% of students are attending the workshop.,,,
bant1281-approximatelyfifteenkilosofriceareinthesack,bant1281,lʌgbʰʌgbora-da pʌutsʰuk kilo tsaiŋ jaja,,,Approximately fifteen kilos of rice are in the sack.,,,
bahi1252-approximatelyfifteenkilosofriceareinthesack,bahi1252,salama-ri/di dokʰo-ri/di kʌdem ŋo kedzi seri bʌ,,,Approximately fifteen kilos of rice are in the sack.,,,
caml1239-approximatelyfifteenkilosofriceareinthesack,caml1239,jokʰo-da i-ŋa kedzi nono tsaruŋ hiŋe,,,Approximately fifteen kilos of rice are in the sack.,,,
dumi1241-approximatelyfifteenkilosofriceareinthesack,dumi1241,dzʰənnəi pəndrəh kilo suru pʰadzi-bi go-t-a,,,Approximately fifteen kilos of rice are in the sack.,,,
jeru1240-approximatelyfifteenkilosofriceareinthesack,jeru1240,lawalawa pʌndrʌh kilo seri/sera ɖʰwakkro-nʌ bam,,,Approximately fifteen kilos of rice are in the sack.,,,
khal1275-approximatelyfifteenkilosofriceareinthesack,khal1275,rʌbʌ pʌndrʌ kilo ser bora-bi gɵ,,,Approximately fifteen kilos of rice are in the sack.,,,
koii1238-approximatelyfifteenkilosofriceareinthesack,koii1238,lʌgbʰʌg pʌndrʌ kilo siru bora-bi godi,,,Approximately fifteen kilos of rice are in the sack.,,,
kulu1253-approximatelyfifteenkilosofriceareinthesack,kulu1253,pʰaksu-pi kʰomokʰomo one-poŋ-ŋak kedzi ser tuwe,,,Approximately fifteen kilos of rice are in the sack.,,,
nach1240-approximatelyfifteenkilosofriceareinthesack,nach1240,leipmanleip hobo-pi pʌu-ŋak kilo sir tuda,,,Approximately fifteen kilos of rice are in the sack.,,,
puma1239-approximatelyfifteenkilosofriceareinthesack,puma1239,dzʰup-tsʰit kəhok leŋ tsarəŋ hikʰa-do jok-jaŋ,,,Approximately fifteen kilos of rice are in the sack.,,,
samp1249-approximatelyfifteenkilosofriceareinthesack,samp1249,dəttadətta it-nə̃k kilo sira hugʰu-pi tui,,,Approximately fifteen kilos of rice are in the sack.,,,
sunw1242-approximatelyfifteenkilosofriceareinthesack,sunw1242,lʌgbʰʌg pʌndrʌh kilo kʰoi seri bora-mi baʔta,,,Approximately fifteen kilos of rice are in the sack.,,,
thul1246-approximatelyfifteenkilosofriceareinthesack,thul1246,pʰadzi-ra dzʰənnəi ko-dʰjum ŋo kilo-koti sor bu,,,Approximately fifteen kilos of rice are in the sack.,,,
wamb1257-approximatelyfifteenkilosofriceareinthesack,wamb1257,glube-lo kwal-ŋa kilo sera ɓam,,,Approximately fifteen kilos of rice are in the sack.,,,
